filename,page_number,chunk_number,chunk
clothing_brand_employee_report_2023_termination_exact_year.pdf,3,1,Clothing Brand Employee Annual Wage Report - 2023 ChicWave Clothing Carrie Byrd 020-14-6975 2019-04-18 2023-05-23 2023 107369.7 26799.95 26947.47 27107.62 26514.66 Missouri ChicWave Clothing Cassandra Cooper 122-56-3969 2021-04-12 2023-02-23 2023 57910.27 14834.93 14319.49 14134.71 14621.14 Iowa ChicWave Clothing Catherine Watson 129-05-4722 2020-10-04 2023 54410.84 13932.48 13316.26 13148.81 14013.29 Connecticut ChicWave Clothing Chad Lane 300-16-9346 2021-08-13 2023 56281.24 14300.86 14381.43 13641.22 13957.73 Wyoming ChicWave Clothing Charlene Wood 354-95-9463 2019-09-12 2023 70900.01 17511.58 18012.26 17462.63 17913.54 New Jersey ChicWave Clothing Charles Parsons 519-79-9535 2021-06-01 2023 38371.58 9106.41 9272.01 9997.42 9995.74 New Hampshire ChicWave
clothing_brand_employee_report_2023_termination_exact_year.pdf,3,2, Clothing Chase Villarreal 623-85-5519 2015-02-13 2023 102893.93 26077.22 25407.11 25321.55 26088.05 Nebraska ChicWave Clothing Cheryl Martinez 613-82-1876 2019-09-22 2023 114164.95 28385.39 28183.2 28664.28 28932.08 Montana ChicWave Clothing Christian Fernandez 343-27-2114 2022-10-02 2023 86702.1 21701.23 21402.23 21989.98 21608.66 Washington ChicWave Clothing Christian Finley 518-06-5782 2018-05-20 2023-11-10 2023 114034.98 28341.56 28679.56 28780.16 28233.7 Georgia ChicWave Clothing Christian Maxwell 431-55-7014 2020-07-30 2023 86165.25 21641.23 21532.74 21178.57 21812.71 Maine ChicWave Clothing Christopher Goodman 053-89-9636 2019-12-18 2023 42135.3 10725.03 10294.1 10036.67 11079.5 Indiana ChicWave Clothing Christopher Moore 217-06-8047 2019-10-20 2023
clothing_brand_employee_report_2023_termination_exact_year.pdf,3,3,-02-01 2023 70446.39 17935.7 17233.37 17154.47 18122.85 Mississippi ChicWave Clothing Christopher Riley 227-61-3481 2022-10-06 2023 31308.59 8257.22 7579.98 7949.48 7521.91 Iowa ChicWave Clothing Christopher Sanchez 185-54-8825 2022-12-18 2023 110450.92 27794.48 27715.31 27927.17 27013.96 Delaware ChicWave Clothing Christopher Shaw 321-90-2650 2016-10-31 2023-08-27 2023 70428.96 17451.75 17912.42 18100.32 16964.47 Georgia ChicWave Clothing Christopher Smith 594-31-9633 2016-12-15 2023 94256.47 23111.02 23718.24 23292.04 24135.17 North Carolina ChicWave Clothing Claudia Duran 246-43-8388 2013-05-03 2023 106413.25 26185.59 26576.27 27006.43 26644.96 Wisconsin ChicWave Clothing Clayton Rodriguez 017-21-9322 2022-06-06 2023 50369.33 12320.41 12907.37 12479.05 1
clothing_brand_employee_report_2023_termination_exact_year.pdf,3,4,2662.5 Nebraska ChicWave Clothing Clinton Taylor 178-63-2205 2019-12-03 2023 94664.39 23922.34 23269.68 23954.57 23517.8 Montana ChicWave Clothing Colin Campbell 393-10-4158 2017-04-13 2023 38800.23 9559.61 10157.5 9301.18 9781.94 New Jersey ChicWave Clothing Corey Carter 145-21-3545 2021-03-17 2023 41658.87 10225.25 10666.92 10697.4 10069.3 Arkansas ChicWave Clothing Corey Wells 346-05-7624 2013-11-05 2023-02-23 2023 117606.04 29851.64 29436.83 29257.92 29059.65 Arkansas ChicWave Clothing Cory Ashley 680-80-0614 2021-03-20 2023 33881.13 8649.78 8336.02 8801.05 8094.28 Kentucky ChicWave Clothing Courtney James 464-35-8099 2019-03-14 2023 48922.42 12701.63 12098.95 11975.68 12146.16 Massachusetts ChicWave Clothing Craig Baker 298-03-6602 2017-11-04 2023 9640
clothing_brand_employee_report_2023_termination_exact_year.pdf,3,5,7.64 24346.51 24017.95 23667.64 24375.54 Louisiana ChicWave Clothing Craig Ross 773-52-7852 2016-07-01 2023-04-02 2023 93803.8 23334.3 23426.62 23541.87 23501.01 Maryland ChicWave Clothing Daniel Beard 063-50-8512 2021-08-25 2023-04-01 2023 110316.51 27438.91 27730.43 27083.0 28064.17 Colorado ChicWave Clothing Daniel Sanders 122-60-4545 2022-05-09 2023 38506.79 9925.71 9816.77 9337.68 9426.63 Virginia ChicWave Clothing Daniel Smith 337-52-2441 2017-11-22 2023 97272.82 24494.74 24374.0 24783.13 23620.95 Colorado ChicWave Clothing Danielle Perez 599-63-1403 2018-11-29 2023-09-05 2023 113468.09 28628.47 28373.6 28565.61 27900.41 North Dakota ChicWave Clothing Danielle White 733-67-8310 2013-05-10 2023 67880.57 17159.64 16777.17 16499.55 17444.21 Arizona Page 3
clothing_brand_employee_report_2023_termination_exact_year.pdf,4,1,Clothing Brand Employee Annual Wage Report - 2023 ChicWave Clothing Darlene Cunningham 642-32-1922 2013-01-01 2023 116956.44 29333.12 29215.64 29639.69 28767.99 California ChicWave Clothing David Aguilar 328-18-9848 2018-08-01 2023 88604.49 22195.34 21719.74 22404.63 22284.78 Rhode Island ChicWave Clothing David Gonzalez 796-67-3819 2016-10-10 2023 99330.5 25281.93 25328.36 24455.07 24265.14 Michigan ChicWave Clothing David Hamilton 613-74-2960 2019-11-22 2023 92406.82 23176.95 23044.85 22785.12 23399.9 Kansas ChicWave Clothing Dawn Roth 567-15-4655 2016-05-24 2023 78053.07 19531.82 19851.28 19546.54 19123.43 Hawaii ChicWave Clothing Dean Rose 482-44-7765 2018-09-20 2023 48301.62 12435.74 12495.78 11919.57 11450.53 Georgia ChicWave Cloth
clothing_brand_employee_report_2023_termination_exact_year.pdf,4,2,ing Deanna Jackson 262-51-8103 2013-11-10 2023 50248.68 12638.44 12817.56 12208.92 12583.76 Oregon ChicWave Clothing Debbie Knox 572-56-4295 2017-07-19 2023 114590.17 29128.59 28839.39 28200.69 28421.5 Maine ChicWave Clothing Debbie Mcdaniel 299-08-5481 2016-06-19 2023-03-21 2023 79307.37 20100.04 20260.06 19664.64 19282.63 Wisconsin ChicWave Clothing Debra Jones 052-07-8524 2020-12-31 2023 95778.33 23914.67 23927.61 23482.46 24453.59 Washington ChicWave Clothing Denise Johns 159-88-1912 2015-11-24 2023 99281.86 25178.64 24324.68 25223.74 24554.8 Arizona ChicWave Clothing Denise Reyes 335-25-4855 2021-09-08 2023 82169.17 20460.53 20514.21 20908.12 20286.31 Kentucky ChicWave Clothing Denise Rivas 199-06-7910 2021-04-08 2023-09-22 2023 966
clothing_brand_employee_report_2023_termination_exact_year.pdf,4,3,38.23 24219.72 23826.32 24276.37 24315.82 Utah ChicWave Clothing Dennis Hughes 388-07-2674 2019-04-14 2023 88866.1 21949.88 22147.76 21743.01 23025.45 Arkansas ChicWave Clothing Derek Alexander 630-55-8311 2022-04-29 2023 91373.37 23130.03 23119.11 22399.02 22725.21 Tennessee ChicWave Clothing Donald Curtis 503-42-1378 2016-10-22 2023 33302.11 8667.32 8288.32 8729.14 7617.33 Montana ChicWave Clothing Donald Hinton 015-63-5006 2018-07-01 2023 117041.76 29089.56 28799.15 29213.32 29939.73 Connecticut ChicWave Clothing Dr. Beth Patel MD 064-14-8091 2020-12-02 2023 98591.5 25015.94 24780.33 24310.48 24484.75 Georgia ChicWave Clothing Dr. Daniel Lopez 529-74-0674 2019-10-24 2023 54310.58 13325.63 13729.07 14016.39 13239.49 Utah ChicWave Cloth
clothing_brand_employee_report_2023_termination_exact_year.pdf,4,4,ing Dr. Jennifer Hanson 485-69-9138 2018-03-14 2023 111923.9 28043.19 27671.37 28005.63 28203.71 South Carolina ChicWave Clothing Dr. Marcus Griffin 738-70-9972 2014-02-05 2023 62389.11 15778.06 15537.28 15510.2 15563.57 Alabama ChicWave Clothing Dustin Knox 279-71-0029 2018-04-02 2023 97410.9 24798.49 24338.07 24015.65 24258.69 Wyoming ChicWave Clothing Dustin Patrick 823-22-8143 2021-12-03 2023 118437.86 29507.17 29835.5 29448.82 29646.37 Mississippi ChicWave Clothing Dylan Meyer 773-16-9864 2015-05-16 2023 84382.5 21044.96 20656.21 21178.41 21502.92 Rhode Island ChicWave Clothing Dylan Morales 649-27-0929 2016-05-02 2023 91924.22 23042.75 23348.1 23208.39 22324.98 Connecticut ChicWave Clothing Dylan Olson 547-61-0719 2019-10-31 2023 5
clothing_brand_employee_report_2023_termination_exact_year.pdf,4,5,6486.53 13819.79 13625.67 14155.55 14885.52 Nevada ChicWave Clothing Earl Walker 206-86-2017 2020-11-11 2023 84263.4 21416.65 21016.12 21392.09 20438.54 Utah ChicWave Clothing Edward Lee 786-99-6359 2013-10-28 2023 33226.84 8236.02 8568.07 8368.22 8054.53 Pennsylvania ChicWave Clothing Elijah Jacobs 014-10-0943 2018-10-28 2023-06-23 2023 104314.6 26203.09 25873.32 26164.89 26073.3 California ChicWave Clothing Elizabeth Foley 324-97-2424 2020-04-10 2023 57006.88 14349.32 14481.62 13818.69 14357.25 Tennessee ChicWave Clothing Elizabeth Murphy 638-06-4233 2018-07-22 2023 55499.12 14330.26 14025.8 14064.8 13078.26 Alaska ChicWave Clothing Elizabeth Smith 290-67-1854 2018-04-10 2023 102163.71 25589.73 25562.32 25805.15 25206.51 Connecticut Page 4
clothing_brand_employee_report_2023_termination_exact_year.pdf,5,1,Clothing Brand Employee Annual Wage Report - 2023 ChicWave Clothing Elizabeth Valdez 822-94-9510 2022-10-12 2023 76423.21 19215.65 19050.96 19203.25 18953.35 Maryland ChicWave Clothing Ellen Rodriguez 142-05-0895 2013-06-21 2023 81095.08 20308.12 19828.49 20256.06 20702.41 New York ChicWave Clothing Emily White 187-60-7791 2019-02-23 2023 105008.52 26539.65 26118.84 26483.58 25866.45 Georgia ChicWave Clothing Eric Aguilar 128-26-7034 2019-09-06 2023 78104.46 19692.89 19501.14 19028.15 19882.28 Florida ChicWave Clothing Eric Jacobson 578-18-3625 2014-08-21 2023 31036.61 7481.38 7802.57 7865.98 7886.68 Texas ChicWave Clothing Eric Phillips 305-04-0520 2019-04-24 2023 102869.41 25467.93 25610.52 25749.28 26041.68 Mississippi ChicWave Clothing Eric 
clothing_brand_employee_report_2023_termination_exact_year.pdf,5,2,Sherman 609-96-3872 2017-07-04 2023 36655.16 9032.66 9155.35 9432.81 9034.34 North Dakota ChicWave Clothing Erin Henderson 010-87-7021 2015-04-07 2023 73993.47 18766.04 18764.68 18381.14 18081.61 Oklahoma ChicWave Clothing Erin Yu 239-68-5078 2021-02-18 2023 50976.54 12996.59 12850.54 12649.81 12479.6 California ChicWave Clothing Felicia Kim 589-97-7337 2021-04-09 2023 33802.37 8706.99 8822.71 8687.04 7585.63 Mississippi ChicWave Clothing Francisco Chambers 806-32-9903 2020-05-30 2023 80198.54 19980.78 19746.22 19758.91 20712.63 Minnesota ChicWave Clothing Frank Alvarado 623-68-7478 2017-09-14 2023 47605.81 11489.08 12387.35 12052.89 11676.49 Mississippi ChicWave Clothing Frank Anderson 472-06-3108 2019-02-15 2023 106327.92 26868.96 27067.2 2640
clothing_brand_employee_report_2023_termination_exact_year.pdf,5,3,7.83 25983.93 Tennessee ChicWave Clothing Gabriel Stone 490-38-0607 2020-09-24 2023-11-14 2023 98009.84 24506.1 24231.2 24200.99 25071.55 North Carolina ChicWave Clothing Gabriella Lucas 011-93-2948 2014-06-01 2023 74476.84 18212.1 18264.74 18206.61 19793.39 Maryland ChicWave Clothing Gabriella Obrien 262-61-0141 2014-03-05 2023 83655.36 21189.44 20570.46 20920.33 20975.13 New Jersey ChicWave Clothing Gene Davenport 391-60-2765 2021-05-19 2023 114382.06 28582.58 28184.59 28412.66 29202.23 South Dakota ChicWave Clothing Gregory Hoffman 184-32-4391 2019-08-19 2023 114518.25 28800.23 29052.95 28406.39 28258.68 Michigan ChicWave Clothing Gregory Price 844-64-6570 2019-08-19 2023 104070.1 26180.24 26111.85 25831.33 25946.68 California ChicWave Clothi
clothing_brand_employee_report_2023_termination_exact_year.pdf,5,4,ng Gregory Romero 023-98-0549 2015-04-19 2023 91603.01 22857.65 22499.57 22790.63 23455.16 Alabama ChicWave Clothing Haley Melendez 262-23-0711 2017-03-31 2023-05-04 2023 56412.48 14222.98 14308.06 14563.67 13317.77 Mississippi ChicWave Clothing Heather Fox 241-50-9528 2013-01-30 2023 52230.71 13030.22 13409.41 12582.68 13208.4 Oregon ChicWave Clothing Heather Garcia 719-45-3843 2013-01-19 2023-12-08 2023 61778.02 14983.72 15040.47 15660.54 16093.29 Kentucky ChicWave Clothing Heather Romero 052-86-9496 2013-03-07 2023 80045.82 20241.24 19869.06 19726.11 20209.41 Tennessee ChicWave Clothing Heather Smith 746-51-0364 2022-10-11 2023 107508.41 27111.44 27228.71 27302.03 25866.23 Kentucky ChicWave Clothing Isaac Galloway 084-11-3686 2022-03-17 2023 
clothing_brand_employee_report_2023_termination_exact_year.pdf,5,5,45908.18 11093.31 11346.49 11507.63 11960.75 Maryland ChicWave Clothing Jacob Marshall 652-21-3844 2016-01-24 2023 44842.8 10950.57 11260.19 11485.23 11146.81 Vermont ChicWave Clothing James Bautista 593-69-9490 2019-04-06 2023-12-25 2023 101931.35 25797.61 25422.9 25931.58 24779.26 Connecticut ChicWave Clothing James Gibson 499-10-5485 2020-08-20 2023-12-21 2023 64623.7 16482.44 16047.42 15905.49 16188.35 Florida ChicWave Clothing James Lopez 636-25-3526 2013-05-09 2023 39418.07 9473.81 9672.61 10140.32 10131.33 Idaho ChicWave Clothing James Shelton 249-52-0150 2018-05-06 2023 55409.65 14118.8 14149.98 13648.64 13492.23 Utah ChicWave Clothing James Walker MD 031-59-1822 2017-05-05 2023 108784.4 27430.69 26824.44 27010.91 27518.36 Wisconsin Page 5
clothing_brand_employee_report_2023_termination_exact_year.pdf,6,1,Clothing Brand Employee Annual Wage Report - 2023 ChicWave Clothing Jamie Adams 024-46-4411 2014-08-02 2023 34735.0 9096.21 8772.69 8985.91 7880.19 Virginia ChicWave Clothing Jamie Duncan 594-25-6609 2018-12-31 2023 100952.04 25511.52 25701.81 25590.13 24148.58 West Virginia ChicWave Clothing Janet Webster 521-15-0166 2019-03-14 2023 31405.58 7622.21 8241.23 7510.82 8031.32 Hawaii ChicWave Clothing Jason Howard 199-47-8614 2014-11-30 2023 36876.78 9439.52 9429.63 9176.95 8830.68 Nebraska ChicWave Clothing Jason Mcmahon 345-32-4959 2019-10-25 2023 44398.25 11296.41 11088.92 11334.08 10678.84 Idaho ChicWave Clothing Jason Perkins 210-82-8598 2017-12-02 2023 55657.0 13594.85 13932.53 13431.84 14697.78 Massachusetts ChicWave Clothi
clothing_brand_employee_report_2023_termination_exact_year.pdf,6,2,ng Jason Ramos 162-14-2197 2018-04-19 2023 51623.44 12644.02 13378.36 12956.62 12644.44 Rhode Island ChicWave Clothing Jason Richardson 418-40-9707 2017-12-25 2023 72449.54 18283.27 18413.42 17852.98 17899.87 Ohio ChicWave Clothing Jeanne Gallegos 298-14-6118 2013-09-06 2023 56030.89 14144.23 14038.31 13738.89 14109.46 New Jersey ChicWave Clothing Jennifer Austin 754-66-1560 2019-11-22 2023 36123.76 8695.77 8889.77 9355.37 9182.85 Vermont ChicWave Clothing Jennifer Bowman 070-39-7039 2018-06-21 2023 31904.03 7551.56 8442.89 7586.06 8323.52 Vermont ChicWave Clothing Jennifer Hatfield 567-91-8474 2013-09-04 2023 92430.39 23489.96 22898.99 22826.59 23214.85 South Dakota ChicWave Clothing Jennifer Powell 346-83-0474 2021-02-06 2023
clothing_brand_employee_report_2023_termination_exact_year.pdf,6,3, 116841.78 29497.34 29389.52 29475.35 28479.57 Alaska ChicWave Clothing Jennifer Roth 251-46-2054 2018-04-18 2023-05-02 2023 50253.05 12861.66 12459.35 12474.5 12457.54 New Mexico ChicWave Clothing Jennifer Stevens 233-61-8470 2017-06-25 2023 47566.72 12124.83 11497.34 12315.09 11629.46 Missouri ChicWave Clothing Jennifer Terry 188-47-7856 2014-01-22 2023 32669.1 8586.63 8652.34 8468.59 6961.54 Illinois ChicWave Clothing Jennifer Williams 116-24-5101 2013-12-13 2023 83781.65 21213.27 20747.79 21313.51 20507.08 Alaska ChicWave Clothing Jenny Jimenez 323-78-9765 2021-01-08 2023 63309.81 15335.81 15412.22 15639.8 16921.98 Florida ChicWave Clothing Jenny Lyons 187-57-6577 2019-10-29 2023 89040.86 22254.0 22555.68 22200.08 22031.1 T
clothing_brand_employee_report_2023_termination_exact_year.pdf,6,4,ennessee ChicWave Clothing Jeremiah Garcia 693-92-6508 2017-11-05 2023 90350.04 22175.7 22294.38 22588.39 23291.57 New York ChicWave Clothing Jeremy Johnson 120-91-3127 2013-11-29 2023 35739.64 8925.37 8742.78 9197.14 8874.35 New Mexico ChicWave Clothing Jerry Montgomery 713-47-7946 2013-06-23 2023 99300.58 24978.37 24646.41 25076.2 24599.6 Iowa ChicWave Clothing Jessica Brewer 395-81-0529 2013-04-23 2023 99252.91 24976.74 24435.31 25242.18 24598.68 Hawaii ChicWave Clothing Jessica Porter 753-52-5271 2018-07-15 2023 42472.19 11038.53 10229.34 10858.07 10346.25 Connecticut ChicWave Clothing Jessica Roach 421-45-6398 2020-02-11 2023 38913.36 9557.26 10208.74 10123.73 9023.63 Georgia ChicWave Clothing Jesus Williams 605-23-4345 20
clothing_brand_employee_report_2023_termination_exact_year.pdf,6,5,21-03-26 2023 45938.26 11447.89 11630.31 11032.25 11827.81 Michigan ChicWave Clothing Jocelyn Torres 059-09-0072 2015-04-10 2023 116972.04 29659.02 29526.19 29092.62 28694.21 Maryland ChicWave Clothing Joel Camacho 510-50-7823 2021-05-12 2023 70469.94 17412.16 17141.67 17892.22 18023.89 Nevada ChicWave Clothing John Green 479-40-0233 2021-01-08 2023 34464.69 8988.8 8514.09 8282.07 8679.73 Oklahoma ChicWave Clothing John Lucas 322-25-9127 2017-01-28 2023 55275.52 13580.18 13409.04 14186.32 14099.98 Arizona ChicWave Clothing John Matthews 894-65-9407 2016-12-17 2023 77692.48 19651.0 19049.85 19262.02 19729.61 Illinois ChicWave Clothing John Moore 618-95-9706 2019-03-12 2023 74876.59 18807.71 18972.36 18968.3 18128.22 Arkansas Page 6
