filename,page_number,chunk_number,chunk
clothing_brand_employee_report_2024_termination_exact_year.pdf,3,1,Clothing Brand Employee Annual Wage Report - 2024 ChicWave Clothing Charlene Harris 898-91-5313 2014-03-25 2024 108818.2 26833.32 27228.3 26994.63 27761.95 New York ChicWave Clothing Charles Shannon 788-27-6983 2014-12-11 2024 116973.07 29162.12 29267.19 29362.34 29181.42 Texas ChicWave Clothing Charles Walsh 499-49-5124 2018-08-25 2024 55619.68 14095.72 13457.78 14282.6 13783.58 New Hampshire ChicWave Clothing Chris Gray 336-91-4111 2014-07-12 2024 50713.55 12856.3 12636.78 13147.37 12073.1 Indiana ChicWave Clothing Christina Wilson 342-08-2764 2023-03-01 2024 113403.08 28539.36 28351.07 28704.85 27807.8 Kansas ChicWave Clothing Christopher Anderson 031-02-2750 2018-05-18 2024-10-27 2024 58653.26 14192.03 14646.29 15036.87 14778.07 Tennessee ChicWave 
clothing_brand_employee_report_2024_termination_exact_year.pdf,3,2,Clothing Christopher Gutierrez 318-53-4228 2017-08-27 2024 118529.24 29646.71 29901.24 29723.13 29258.16 Mississippi ChicWave Clothing Christopher Holder 502-64-8395 2017-10-30 2024 54192.61 13146.61 13728.84 13059.78 14257.38 Minnesota ChicWave Clothing Christopher Holt 065-20-7423 2023-03-28 2024 82411.14 20944.16 20349.12 20448.89 20668.97 Connecticut ChicWave Clothing Christopher Marquez 073-84-2232 2021-11-24 2024 79912.76 19935.45 19499.57 20071.05 20406.69 South Carolina ChicWave Clothing Christopher Nguyen 878-06-0194 2023-06-07 2024 58600.57 14870.54 14292.07 14865.75 14572.21 Tennessee ChicWave Clothing Christopher Shelton 035-54-4189 2019-12-23 2024-11-25 2024 39230.68 9716.04 10243.07 9911.97 9359.6 Delaware ChicWave Clothing Christopher Wi
clothing_brand_employee_report_2024_termination_exact_year.pdf,3,3,lliams 269-21-5274 2014-03-31 2024 61447.31 15082.03 15054.44 15097.13 16213.71 Tennessee ChicWave Clothing Christopher Williams 705-39-8039 2020-10-22 2024 88986.57 22266.64 21963.49 22525.37 22231.07 Alaska ChicWave Clothing Clayton Gamble 770-69-2653 2021-03-31 2024 48980.39 12649.11 12720.32 12328.41 11282.55 Ohio ChicWave Clothing Clifford Williams 257-79-4483 2014-10-20 2024 73535.15 18857.54 18836.44 18668.06 17173.11 Utah ChicWave Clothing Cody Dominguez 250-30-4361 2016-11-18 2024 117536.7 29179.33 29096.72 29705.91 29554.74 Maine ChicWave Clothing Cody Love 621-26-9493 2023-03-27 2024-12-05 2024 36815.34 9198.9 9613.08 9168.87 8834.49 Tennessee ChicWave Clothing Cody Parrish 857-41-4362 2021-04-15 2024 59585.24 15056.65 14848.47 15157.59 1452
clothing_brand_employee_report_2024_termination_exact_year.pdf,3,4,2.53 Utah ChicWave Clothing Colleen Johnson 614-27-9518 2022-06-18 2024-09-23 2024 37551.24 9521.83 9465.18 9760.69 8803.54 Missouri ChicWave Clothing Colleen Smith 116-07-5715 2014-01-10 2024-01-19 2024 58021.74 14813.16 14160.44 14833.2 14214.94 Connecticut ChicWave Clothing Connie Hernandez MD 787-59-5530 2016-05-08 2024 90146.16 22915.31 22701.77 22744.02 21785.06 Connecticut ChicWave Clothing Corey Brown 585-04-8302 2020-10-22 2024 66175.12 16229.94 16540.77 16713.71 16690.7 Missouri ChicWave Clothing Craig Clark 245-49-3277 2016-04-27 2024 81450.11 20729.75 20562.92 20306.37 19851.07 North Carolina ChicWave Clothing Dakota Sanders 207-08-3978 2019-08-16 2024 49877.39 12151.44 12548.01 12122.95 13054.99 Idaho ChicWave Clothing Damon Hawkins 039-91
clothing_brand_employee_report_2024_termination_exact_year.pdf,3,5,-4093 2018-05-17 2024 107182.52 26885.18 26604.94 26657.49 27034.91 North Carolina ChicWave Clothing Daniel Barnes 257-95-6922 2019-02-08 2024 32916.53 8086.31 8693.76 8550.97 7585.49 Illinois ChicWave Clothing Daniel Bell 579-27-9320 2020-01-15 2024 70615.94 17999.17 17922.99 17343.75 17350.03 North Carolina ChicWave Clothing Daniel Morales 887-63-2557 2022-01-21 2024 55128.7 14097.94 13720.83 14230.82 13079.11 Louisiana ChicWave Clothing Danielle Boyd 110-91-8191 2017-12-10 2024 92050.23 23464.19 23381.58 23196.18 22008.28 Hawaii ChicWave Clothing Danielle Quinn 706-87-2594 2019-01-11 2024 77230.41 19423.22 19263.05 19666.76 18877.38 Colorado ChicWave Clothing Danny Boyd 519-10-8308 2022-03-07 2024 36992.17 9502.72 9599.16 9190.89 8699.4 Nebraska Page 3
clothing_brand_employee_report_2024_termination_exact_year.pdf,4,1,Clothing Brand Employee Annual Wage Report - 2024 ChicWave Clothing Daryl Hayden 868-96-7625 2014-03-16 2024 64597.83 15808.33 16280.26 16505.05 16004.19 Connecticut ChicWave Clothing David Beck 075-89-5223 2021-11-27 2024 79084.4 20027.61 19937.32 20220.35 18899.12 Kentucky ChicWave Clothing David Bell 447-25-1732 2022-12-25 2024 67758.21 16683.93 17164.52 16619.53 17290.23 North Dakota ChicWave Clothing David Copeland 242-86-8357 2022-12-07 2024 93976.97 23771.45 23123.75 23754.24 23327.53 Alabama ChicWave Clothing David Foley 351-50-1275 2023-10-05 2024 101027.91 25321.6 25596.89 25249.49 24859.93 Idaho ChicWave Clothing David Henson 427-59-7156 2023-12-25 2024 63318.6 15945.1 15932.17 15683.62 15757.71 Rhode Island ChicWave Clothi
clothing_brand_employee_report_2024_termination_exact_year.pdf,4,2,ng David Pitts 146-22-4095 2021-08-22 2024-08-26 2024 36655.87 9636.01 9229.7 9148.08 8642.08 Wisconsin ChicWave Clothing David Rodriguez 323-01-3819 2018-03-22 2024 106569.02 26588.73 26765.76 26541.57 26672.96 Illinois ChicWave Clothing Deanna Evans 824-64-0661 2018-02-06 2024 79538.88 20262.8 19428.65 20214.67 19632.76 Kentucky ChicWave Clothing Deborah Martinez 663-48-9207 2023-04-28 2024 86415.52 22077.55 21235.57 21323.03 21779.37 Delaware ChicWave Clothing Deborah Schroeder 061-40-9742 2015-05-17 2024 112506.07 28431.1 27668.04 28378.34 28028.59 Vermont ChicWave Clothing Debra Brown 584-33-6513 2023-02-17 2024 36890.97 8905.19 8897.14 8987.12 10101.52 Virginia ChicWave Clothing Debra Brown 428-27-3252 2021-06-10 2024-12-25 2024
clothing_brand_employee_report_2024_termination_exact_year.pdf,4,3, 114759.13 28297.11 28399.23 29124.29 28938.5 Utah ChicWave Clothing Denise Reeves 105-74-6726 2015-03-16 2024 30225.91 7382.09 7859.38 7579.22 7405.22 Connecticut ChicWave Clothing Derek Cross 202-08-7966 2018-11-26 2024 54999.55 14180.39 13504.43 13457.57 13857.16 Kentucky ChicWave Clothing Derek Riley 402-02-2575 2017-08-25 2024 38082.26 9346.26 9137.93 9699.87 9898.2 Indiana ChicWave Clothing Diana Chavez 612-61-0619 2023-12-20 2024 86953.76 21994.03 21524.53 21846.58 21588.62 Colorado ChicWave Clothing Diana Nelson 128-79-5171 2018-10-12 2024 59595.59 14492.22 14642.05 14480.16 15981.16 Oregon ChicWave Clothing Donald Lam 547-05-0673 2015-12-21 2024 48781.64 11722.28 11787.95 12618.33 12653.08 Louisiana ChicWave Clothing Donna Fl
clothing_brand_employee_report_2024_termination_exact_year.pdf,4,4,ores 878-18-0901 2014-06-09 2024 110174.23 27189.52 27949.58 27600.15 27434.98 Washington ChicWave Clothing Donna Tyler 069-53-8736 2014-02-27 2024 89192.57 22025.65 21974.26 22669.39 22523.27 Connecticut ChicWave Clothing Dorothy Doyle 221-96-5430 2019-05-23 2024 119006.34 29868.15 29968.94 29416.67 29752.58 Minnesota ChicWave Clothing Dorothy Johnson 277-99-9407 2014-12-25 2024 67724.9 16985.04 16788.12 17142.42 16809.32 Massachusetts ChicWave Clothing Douglas Williams 379-22-6213 2017-09-16 2024 92903.92 23188.43 23128.12 23632.88 22954.49 Montana ChicWave Clothing Dr. Elizabeth Hamilton PhD 546-48-2284 2018-01-15 2024 58051.95 14910.83 14872.85 14910.33 13357.94 West Virginia ChicWave Clothing Dr. Kevin Allen 888-11-5549 2021-02-1
clothing_brand_employee_report_2024_termination_exact_year.pdf,4,5,7 2024 74956.55 18378.53 18641.36 18927.87 19008.79 Montana ChicWave Clothing Drew Wiley 061-30-0123 2022-06-03 2024 42739.43 10297.27 10649.64 10896.19 10896.33 Wyoming ChicWave Clothing Elaine Silva 180-76-0086 2016-07-23 2024 58290.13 14985.26 14666.57 14328.05 14310.25 Kansas ChicWave Clothing Elizabeth Chase 460-70-6878 2021-05-23 2024 80192.94 19673.62 19855.81 19626.54 21036.97 Florida ChicWave Clothing Elizabeth Monroe 167-85-7986 2017-11-28 2024 93387.12 23741.21 23456.14 23446.43 22743.34 Alaska ChicWave Clothing Erica Luna 774-24-8043 2020-08-21 2024-09-25 2024 45612.86 11507.91 11874.88 11445.45 10784.62 Alabama ChicWave Clothing Erik Mendoza 298-13-8738 2015-09-16 2024 96259.63 24002.16 23829.48 23579.46 24848.53 Idaho Page 4
clothing_brand_employee_report_2024_termination_exact_year.pdf,5,1,Clothing Brand Employee Annual Wage Report - 2024 ChicWave Clothing Erin Marks 516-93-0163 2018-07-05 2024 117184.89 28948.62 29407.95 29570.94 29257.38 Mississippi ChicWave Clothing Erin Roberts 638-06-3630 2014-09-14 2024 109205.68 26934.84 27303.27 27639.58 27327.99 Maryland ChicWave Clothing Felicia Cook 336-15-2574 2018-07-25 2024 119163.19 29607.65 29639.67 29618.39 30297.48 Maine ChicWave Clothing Felicia Miller 515-22-2715 2023-09-21 2024 42579.89 10874.05 10814.58 10266.7 10624.56 Hawaii ChicWave Clothing Felicia Williams 254-94-8882 2017-08-26 2024 55011.71 14066.52 13288.92 13777.85 13878.42 Colorado ChicWave Clothing Garrett Clay 297-42-8619 2018-06-09 2024 54530.26 14051.84 13472.21 13214.54 13791.67 Rhode Isla
clothing_brand_employee_report_2024_termination_exact_year.pdf,5,2,nd ChicWave Clothing Gina Watts 052-75-9860 2019-11-11 2024-01-01 2024 111966.32 28289.92 27716.59 27952.16 28007.65 Oregon ChicWave Clothing Haley Bryant 643-08-2011 2019-11-18 2024 47199.43 11389.27 11847.87 11448.17 12514.12 New Jersey ChicWave Clothing Hannah Thomas 494-14-9166 2021-02-08 2024 108561.66 27516.55 26824.73 26929.74 27290.64 Louisiana ChicWave Clothing Heather Dunn 020-78-9385 2021-01-10 2024 100311.76 24773.07 24836.18 24942.69 25759.82 Arizona ChicWave Clothing Heidi Kim 063-76-2259 2018-05-07 2024 58029.96 14560.2 14411.49 14996.77 14061.5 Ohio ChicWave Clothing Heidi Nguyen 011-12-0017 2023-12-15 2024 79941.66 19929.25 19792.86 20100.06 20119.49 Wyoming ChicWave Clothing Holly Cox 150-03-7206 2014-09-2
clothing_brand_employee_report_2024_termination_exact_year.pdf,5,3,8 2024 49646.68 12290.26 12451.07 12765.9 12139.45 Idaho ChicWave Clothing Holly Morris 778-82-7832 2020-07-24 2024 92616.11 23516.02 23152.64 23429.03 22518.42 Kansas ChicWave Clothing Jacob Baker 850-17-1154 2019-07-29 2024 45692.03 10928.63 11775.43 10986.74 12001.23 Idaho ChicWave Clothing Jacob Castillo 450-20-4162 2020-12-05 2024 32004.06 7842.39 7759.97 7743.68 8658.02 Illinois ChicWave Clothing Jacob Harrison 447-99-2392 2022-04-09 2024 77899.89 19292.38 19241.02 19087.59 20278.9 Washington ChicWave Clothing Jacob Lopez 574-39-6095 2015-11-10 2024 67191.18 16940.36 16332.95 16475.0 17442.87 Maine ChicWave Clothing Jacob Mckinney 378-10-5398 2022-05-13 2024 52542.02 13249.35 13154.09 12870.73 13267.85 Missouri ChicWa
clothing_brand_employee_report_2024_termination_exact_year.pdf,5,4,ve Clothing Jacob Morgan 208-48-8756 2015-04-08 2024 35994.48 9305.71 8695.61 8599.88 9393.28 Oklahoma ChicWave Clothing Jacqueline Watson 418-22-7298 2018-06-15 2024 53992.24 13069.0 13430.88 13879.22 13613.14 Kansas ChicWave Clothing Jake Boyd Jr. 667-83-9052 2014-12-23 2024 80655.14 20052.84 20052.69 20653.71 19895.9 Hawaii ChicWave Clothing James Cole 824-33-5652 2017-06-05 2024 37055.52 9401.36 9171.59 9519.71 8962.86 Kentucky ChicWave Clothing James Ferrell 444-21-1798 2017-02-22 2024 86108.23 21450.93 21919.38 21523.08 21214.84 Rhode Island ChicWave Clothing James Frye 613-73-8568 2018-07-12 2024 112109.77 28396.88 28089.77 27539.22 28083.9 Arizona ChicWave Clothing James Miller 168-48-0411 2018-07-27 2024 102241.56 
clothing_brand_employee_report_2024_termination_exact_year.pdf,5,5,25610.99 25210.35 25215.27 26204.95 South Carolina ChicWave Clothing Jamie Wolfe 323-37-9943 2015-12-04 2024 35214.97 9021.05 8318.62 8797.94 9077.36 Maine ChicWave Clothing Jason Cherry 575-68-4381 2018-07-22 2024 110200.38 27356.32 27665.33 27684.27 27494.46 North Carolina ChicWave Clothing Jason Perez 206-14-9023 2017-12-26 2024 74860.81 18570.9 19119.16 19103.61 18067.14 Hawaii ChicWave Clothing Jason Silva 735-18-4267 2019-12-18 2024-08-04 2024 44196.03 11292.48 10843.54 10973.91 11086.1 Massachusetts ChicWave Clothing Jason Wilcox 821-04-3378 2015-05-18 2024 37428.14 9334.02 9238.09 9691.66 9164.37 Vermont ChicWave Clothing Javier Smith 698-24-3090 2017-09-20 2024 102448.48 25731.1 25706.07 25626.98 25384.33 Ohio Page 5
clothing_brand_employee_report_2024_termination_exact_year.pdf,6,1,Clothing Brand Employee Annual Wage Report - 2024 ChicWave Clothing Jay Garcia 819-75-6282 2021-03-04 2024 113629.47 28860.5 28235.46 28013.14 28520.37 Michigan ChicWave Clothing Jean Rivera 692-85-7122 2019-12-30 2024 94055.27 23396.41 23615.15 23953.48 23090.23 Vermont ChicWave Clothing Jeanne Drake 672-27-3201 2014-03-17 2024 89249.32 22014.3 22007.23 22075.96 23151.83 Arizona ChicWave Clothing Jennifer Casey 383-18-8311 2021-07-22 2024 105172.09 25935.36 26181.45 25954.05 27101.23 Maryland ChicWave Clothing Jennifer Lopez 237-54-6282 2023-10-25 2024 66159.06 16674.95 16504.82 16454.62 16524.67 Nevada ChicWave Clothing Jennifer Martinez 347-76-4859 2020-05-19 2024 105660.54 26241.29 26260.37 26030.44 27128.44 Connecticut ChicWave Clot
clothing_brand_employee_report_2024_termination_exact_year.pdf,6,2,hing Jennifer Ryan 487-61-9526 2017-09-11 2024 115696.65 29003.58 28847.74 28563.5 29281.83 South Carolina ChicWave Clothing Jennifer Wolf 504-48-2864 2017-03-25 2024 107638.35 26839.51 26860.99 26692.65 27245.2 Indiana ChicWave Clothing Jesse Long 848-91-7386 2023-03-03 2024 75352.05 19101.0 18697.96 19059.72 18493.37 Louisiana ChicWave Clothing Jessica Abbott 198-06-8784 2015-12-30 2024 41649.95 10885.88 10252.39 10232.81 10278.87 Missouri ChicWave Clothing Jessica Blair 468-76-2528 2021-04-10 2024-12-11 2024 61519.09 15661.45 15133.17 14989.6 15734.87 Utah ChicWave Clothing Jessica Edwards 617-87-2673 2021-02-09 2024 64200.98 15975.78 16072.42 16291.85 15860.93 Iowa ChicWave Clothing Jessica Reyes 856-62-0931 2020-08-18 2024-03-24 202
clothing_brand_employee_report_2024_termination_exact_year.pdf,6,3,4 69258.23 16868.95 17742.4 17305.82 17341.06 Pennsylvania ChicWave Clothing Jessica Roberts 124-94-2187 2019-09-09 2024 111085.44 27617.82 27320.14 27401.75 28745.73 Nevada ChicWave Clothing Jessica Rush 164-01-8382 2014-08-28 2024 46952.37 12141.21 12144.68 11344.21 11322.27 Hawaii ChicWave Clothing Jessica Stone 149-48-7897 2023-03-21 2024 43020.67 10368.71 10775.35 10860.21 11016.4 Missouri ChicWave Clothing Jill Hunt 798-37-4004 2015-07-21 2024 82992.26 20383.32 20347.79 20796.56 21464.59 Arkansas ChicWave Clothing Joanne Stanley 101-18-9399 2023-08-31 2024 53904.49 13028.48 13315.96 13483.98 14076.07 Texas ChicWave Clothing John Barry 636-31-2484 2016-05-12 2024 72294.23 18247.69 18420.98 17781.8 17843.76 California ChicWave Clothi
clothing_brand_employee_report_2024_termination_exact_year.pdf,6,4,ng Johnathan Miller 549-21-9851 2015-02-27 2024-07-12 2024 53023.34 13705.09 12812.2 12984.56 13521.49 Hawaii ChicWave Clothing Johnny Wheeler 188-61-7118 2023-02-24 2024 111652.96 27762.49 27512.87 27711.98 28665.62 Rhode Island ChicWave Clothing Johnny Williams 098-78-2996 2018-04-22 2024-12-08 2024 94132.56 23108.69 23322.65 23449.67 24251.55 Virginia ChicWave Clothing Jon Allen 447-63-5275 2018-12-14 2024 92898.18 23040.56 23561.1 23165.65 23130.87 Delaware ChicWave Clothing Jonathan Cook 419-39-5897 2014-12-24 2024 35020.72 8964.66 8752.24 8294.56 9009.26 Hawaii ChicWave Clothing Jonathan Hunter 470-68-6170 2023-05-22 2024 88890.42 22143.58 22400.09 22618.54 21728.21 Virginia ChicWave Clothing Jose Barron 041-34-5484 2021-07-01 2024
clothing_brand_employee_report_2024_termination_exact_year.pdf,6,5, 48858.43 12056.11 12678.69 11951.16 12172.47 Washington ChicWave Clothing Joseph Anderson 816-44-9830 2020-04-22 2024 68842.7 17424.01 17157.68 16884.48 17376.53 Rhode Island ChicWave Clothing Joseph Burke 774-67-7908 2023-01-04 2024 32249.36 8544.16 8083.85 8005.42 7615.93 Vermont ChicWave Clothing Joseph Daugherty 234-59-2407 2021-12-14 2024 88852.5 22707.99 22681.94 22202.47 21260.1 Iowa ChicWave Clothing Joseph Escobar 488-94-7216 2020-08-11 2024 71303.29 18136.46 18195.22 17480.02 17491.59 Kentucky ChicWave Clothing Joseph Gordon 664-77-0563 2020-05-20 2024 65614.94 16188.72 16521.17 16421.37 16483.68 Hawaii ChicWave Clothing Joseph Pruitt 011-37-9126 2016-07-28 2024 79730.54 19569.65 19694.44 20297.58 20168.87 West Virginia Page 6
