filename,page_number,chunk_number,chunk
clothing_brand_employee_report_2020_2MB.pdf,3,1,Clothing Brand Employee Annual Wage Report - 2020 ChicWave Clothing Charles Cervantes 753-94-3452 2017-04-29 2019-07-14 2020 83259.45 20463.83 20888.56 20319.94 21587.12 Louisiana ChicWave Clothing Charles Hill 087-32-9067 2014-11-06 2020-09-20 2020 74777.11 19118.59 18713.55 18995.43 17949.54 Alaska ChicWave Clothing Cheyenne Horne 587-14-5574 2016-11-20 2017-08-02 2020 112264.07 27815.78 28105.14 28332.43 28010.72 Kentucky ChicWave Clothing Chris Brown 106-44-1382 2018-08-02 2019-04-27 2020 112446.55 27793.13 28196.97 28246.42 28210.03 Arizona ChicWave Clothing Chris Snyder 351-54-5105 2018-06-24 2020-01-21 2020 104034.98 25550.36 26227.73 26055.1 26201.79 New Jersey ChicWave Clothing Christina Burton 780-39-7075 2012-08-14 2018-06-21 2020 46378.59 12043.13 11545.31 11909.02 10881.13 California ChicWave Cloth
clothing_brand_employee_report_2020_2MB.pdf,3,2,ing Christina Taylor 568-26-4933 2015-03-11 2015-12-01 2020 74635.34 19152.42 18929.2 18396.78 18156.94 Maryland ChicWave Clothing Christine Murray 721-20-0603 2011-05-09 2012-05-08 2020 49552.94 12381.72 12880.62 12441.06 11849.54 Pennsylvania ChicWave Clothing Christine Nunez 448-68-5609 2015-06-25 2015-08-28 2020 75775.24 19195.12 19088.88 18952.97 18538.27 New York ChicWave Clothing Christopher Banks 718-40-4311 2017-08-21 2019-06-24 2020 118825.92 29316.92 29266.43 29579.46 30663.11 Michigan ChicWave Clothing Christopher Bell 573-29-5652 2010-03-29 2013-07-08 2020 69789.5 17636.52 17679.02 17847.55 16626.41 Louisiana ChicWave Clothing Christopher Davis 296-40-8886 2019-05-03 2020-09-10 2020 48640.74 12201.89 12599.11 11780.99 12058.75 California ChicWave Clothing Christopher Smith 705-47-7225 2019-12-14 20
clothing_brand_employee_report_2020_2MB.pdf,3,3,20-07-23 2020 47756.62 11740.69 11476.13 11773.65 12766.15 Idaho ChicWave Clothing Cindy Freeman 583-02-9531 2017-04-24 2020-12-21 2020 114344.66 28618.88 28700.59 28855.28 28169.91 Delaware ChicWave Clothing Clinton Medina 247-29-4928 2012-06-15 2020-05-01 2020 90657.18 22436.4 22826.23 22649.96 22744.59 Arkansas ChicWave Clothing Cody Garrett 244-48-0850 2014-08-01 2014-11-01 2020 96508.48 24577.99 24450.48 24507.45 22972.56 Texas ChicWave Clothing Connie Carr 746-92-9984 2017-11-02 2020-05-03 2020 117768.67 29280.8 29537.13 29932.83 29017.91 Nebraska ChicWave Clothing Curtis Taylor 810-64-0431 2016-02-21 2020-11-07 2020 52508.84 13472.51 12826.43 13011.9 13198.0 Oregon ChicWave Clothing Daisy Davis 696-26-8071 2013-09-09 2014-11-01 2020 65578.11 16432.82 16355.13 16039.23 16750.93 Montana ChicWave Clothing D
clothing_brand_employee_report_2020_2MB.pdf,3,4,aisy Schroeder 744-55-8279 2011-11-18 2012-11-24 2020 109009.72 27215.28 27111.17 27057.9 27625.37 Mississippi ChicWave Clothing Dalton Mitchell 855-22-8336 2014-08-23 2019-06-07 2020 117824.04 29268.66 29508.13 28968.98 30078.27 Texas ChicWave Clothing Dana Thomas 440-01-5781 2014-02-03 2018-12-11 2020 46978.71 11942.18 11816.48 11478.24 11741.81 Nebraska ChicWave Clothing Daniel Brown 681-32-3645 2016-06-28 2020-12-04 2020 70036.04 17978.55 17706.63 17186.05 17164.81 Massachusetts ChicWave Clothing Daniel Henderson 845-66-5207 2012-04-02 2020-03-17 2020 84445.02 21030.94 20764.75 21603.7 21045.63 New York ChicWave Clothing Daniel Livingston 809-51-8301 2014-11-16 2020-03-21 2020 119833.55 29732.94 30438.41 30406.29 29255.91 Virginia ChicWave Clothing Darrell Hoffman 499-34-5576 2016-01-17 2016-06-10 2020 9095
clothing_brand_employee_report_2020_2MB.pdf,3,5,6.01 23153.17 23034.02 22968.33 21800.49 Wyoming ChicWave Clothing Darryl Richardson 267-62-2591 2012-11-13 2014-09-24 2020 57539.91 14773.69 14456.35 14820.48 13489.39 Pennsylvania ChicWave Clothing David Lindsey 521-53-2364 2019-03-08 2020-08-18 2020 75310.01 18441.44 18989.08 18507.05 19372.44 Pennsylvania ChicWave Clothing David Stout 413-13-8631 2012-05-03 2012-07-15 2020 106691.65 26664.36 26310.43 26366.17 27350.69 Rhode Island ChicWave Clothing David Thompson 157-98-1235 2013-01-05 2019-08-03 2020 114840.86 28710.69 28704.01 28290.66 29135.5 South Dakota ChicWave Clothing Dawn Becker 712-51-4667 2019-02-15 2019-09-25 2020 41618.69 10104.16 10510.42 10005.58 10998.53 Maine ChicWave Clothing Dawn Martinez 621-04-8782 2010-05-24 2019-03-16 2020 90378.32 22628.06 23068.26 22850.32 21831.68 North Carolina Page 3
clothing_brand_employee_report_2020_2MB.pdf,4,1,Clothing Brand Employee Annual Wage Report - 2020 ChicWave Clothing Dennis Garcia 852-87-2249 2016-06-12 2017-05-22 2020 55604.44 14230.87 14316.12 13749.21 13308.24 Michigan ChicWave Clothing Derek Gentry DVM 087-86-5221 2018-08-28 2019-02-20 2020 61530.34 15167.12 15667.37 15597.44 15098.41 Alaska ChicWave Clothing Derek Mcintosh 087-46-7070 2013-08-10 2014-11-20 2020 119771.04 30112.83 29577.04 29514.51 30566.66 Montana ChicWave Clothing Desiree Robinson 046-39-0199 2012-04-06 2015-07-28 2020 65157.25 16323.8 15977.65 15897.95 16957.85 Nebraska ChicWave Clothing Destiny Bishop 322-09-7217 2013-01-22 2015-04-03 2020 87584.31 21919.16 21808.11 22334.17 21522.87 Wyoming ChicWave Clothing Devin Cole 245-23-0617 2013-01-23 2019-03-01 2020 77030.58 19177.24 19172.09 18905.84 19775.41 New York Chi
clothing_brand_employee_report_2020_2MB.pdf,4,2,cWave Clothing Donald Sims 558-58-8633 2012-12-23 2015-03-27 2020 116452.32 29411.3 28902.29 28648.41 29490.32 Utah ChicWave Clothing Donna Ibarra 468-45-4874 2016-08-27 2018-02-22 2020 68899.69 17105.81 16870.77 17684.07 17239.04 Nebraska ChicWave Clothing Donna Jackson 302-79-0894 2018-10-18 2019-05-26 2020 107173.67 26846.28 27207.37 27034.08 26085.94 New Jersey ChicWave Clothing Donna Perez 516-22-2402 2011-08-07 2013-04-19 2020 100098.28 24989.51 24602.8 25414.49 25091.48 Maryland ChicWave Clothing Donna White 705-83-4010 2010-06-26 2012-07-06 2020 87104.91 21280.94 21549.76 22037.42 22236.79 Wisconsin ChicWave Clothing Dr. Christy Pittman MD 166-95-8751 2019-07-31 2019-09-23 2020 119349.82 30204.76 29508.02 30167.82 29469.22 Maryland ChicWave Clothing Dr. Larry White 726-65-8609 2014-05-
clothing_brand_employee_report_2020_2MB.pdf,4,3,30 2015-07-06 2020 113042.59 28037.03 28187.63 28664.04 28153.89 Vermont ChicWave Clothing Dr. Natalie Doyle 325-02-2466 2017-10-21 2018-06-07 2020 78229.69 19265.68 19742.92 19856.96 19364.13 New York ChicWave Clothing Dr. Nicole Singh DVM 009-99-4907 2014-10-18 2017-09-28 2020 48248.99 11811.94 12180.84 11718.24 12537.97 Montana ChicWave Clothing Dustin Ramirez 579-41-6783 2013-11-05 2020-12-13 2020 106075.21 26181.65 26077.31 26338.48 27477.77 Illinois ChicWave Clothing Dylan Mills 121-48-4996 2016-05-15 2018-12-13 2020 44925.92 11245.62 11177.7 10910.63 11591.97 Maine ChicWave Clothing Edward Hunt 857-54-2324 2010-01-08 2013-11-01 2020 66438.01 16151.33 16844.83 16489.88 16951.97 Alaska ChicWave Clothing Elizabeth Campos 311-27-8880 2011-08-24 2014-11-22 2020 54663.2 13845.97 13632.39 1352
clothing_brand_employee_report_2020_2MB.pdf,4,4,7.27 13657.57 Alaska ChicWave Clothing Elizabeth Page 474-86-9680 2018-11-05 2019-12-24 2020 74475.13 18248.98 18975.12 18718.87 18532.16 Wisconsin ChicWave Clothing Ellen Mullen 372-88-2000 2019-02-06 2020-12-10 2020 113719.46 28322.76 28386.91 28711.29 28298.5 Kansas ChicWave Clothing Emily Brooks 887-63-2771 2018-12-08 2019-12-17 2020 69239.2 17306.75 17657.13 17596.95 16678.37 Idaho ChicWave Clothing Emily Doyle 567-81-3561 2013-06-02 2015-03-15 2020 114742.78 28857.04 28971.5 28504.43 28409.81 South Carolina ChicWave Clothing Emily Myers 343-11-9369 2010-06-07 2014-04-09 2020 40604.57 9658.34 10305.69 10338.91 10301.63 Vermont ChicWave Clothing Emily Robinson 826-50-3329 2019-03-21 2020-07-11 2020 83959.42 21466.84 20734.4 20536.05 21222.13 Alaska ChicWave Clothing Eric Baker 705-79-6219 
clothing_brand_employee_report_2020_2MB.pdf,4,5,2014-08-05 2020-07-14 2020 65098.44 16352.54 15970.28 16456.13 16319.49 Hawaii ChicWave Clothing Eric Davis 394-84-2948 2017-03-30 2017-11-19 2020 52771.12 12759.03 13360.37 13447.33 13204.39 Maine ChicWave Clothing Eric Duncan 583-28-1265 2015-07-11 2019-08-18 2020 68008.25 16634.24 16572.89 16885.13 17915.99 Idaho ChicWave Clothing Eric Garcia 597-11-0648 2010-01-02 2013-04-10 2020 85172.48 21603.1 20968.25 21042.25 21558.88 Hawaii ChicWave Clothing Eric Thompson 441-33-8187 2011-07-18 2014-09-06 2020 108445.42 26717.69 27145.73 26617.2 27964.8 Kentucky ChicWave Clothing Erica Hall 068-50-4647 2013-08-11 2018-02-04 2020 67209.77 16923.32 16850.39 17276.33 16159.73 Indiana ChicWave Clothing Erica Miller 677-38-5022 2017-08-02 2020-02-24 2020 36157.87 9170.63 9460.4 9536.89 7989.95 Virginia Page 4
clothing_brand_employee_report_2020_2MB.pdf,5,1,Clothing Brand Employee Annual Wage Report - 2020 ChicWave Clothing Erica Smith 054-42-9054 2018-02-12 2019-09-07 2020 32445.41 7669.85 8001.29 7931.39 8842.88 Georgia ChicWave Clothing Erik Aguirre 619-30-5708 2019-06-05 2019-11-25 2020 69362.0 17747.71 17318.11 16989.11 17307.07 New Jersey ChicWave Clothing Erika Bates 119-23-7615 2015-06-05 2016-05-22 2020 80291.14 19639.79 20282.12 19777.5 20591.73 Minnesota ChicWave Clothing Ernest Oconnell 327-38-8045 2019-10-19 2020-04-24 2020 117092.69 29471.65 29165.13 29368.21 29087.7 Massachusetts ChicWave Clothing Ethan Villanueva 589-36-8042 2013-02-10 2019-08-12 2020 75960.86 19009.01 19070.73 19065.45 18815.67 North Carolina ChicWave Clothing Frank Mcgee 103-23-3582 2014-04-28 2017-03-21 2020 42380.49 10791.08 10386.2 10239.95 10963.26 Minnesota Ch
clothing_brand_employee_report_2020_2MB.pdf,5,2,icWave Clothing Frank Smith 670-41-0197 2016-08-15 2018-06-07 2020 70040.85 17873.02 17373.38 17597.13 17197.32 New Jersey ChicWave Clothing Gabriel Watson 843-88-6816 2011-03-20 2018-06-21 2020 49734.85 12704.04 12593.04 12210.14 12227.63 Maine ChicWave Clothing Gary Hatfield 321-82-0951 2010-01-30 2017-10-08 2020 46757.92 11926.1 11980.25 11757.26 11094.31 Louisiana ChicWave Clothing Gene Gomez 764-41-7369 2015-03-29 2018-11-09 2020 116740.82 29171.05 28705.11 29544.79 29319.87 Oregon ChicWave Clothing George Barnes 095-33-0598 2015-01-01 2016-02-09 2020 79314.86 19666.13 20006.61 20319.03 19323.09 North Dakota ChicWave Clothing Gina Barnes 703-97-6609 2019-02-23 2019-10-13 2020 112440.61 27890.42 27832.25 28186.82 28531.12 Massachusetts ChicWave Clothing Gregory Rios 789-40-2774 2015-12-14 201
clothing_brand_employee_report_2020_2MB.pdf,5,3,9-09-17 2020 89256.48 22115.77 22331.87 22323.64 22485.2 South Carolina ChicWave Clothing Heather Cole 419-81-7369 2017-05-31 2018-08-23 2020 84327.24 21371.36 21219.81 21193.34 20542.73 Wisconsin ChicWave Clothing Heather Mata 503-04-6226 2010-08-29 2018-12-13 2020 44803.34 11011.64 11326.83 10797.56 11667.31 Wisconsin ChicWave Clothing Heidi Davis 271-99-5469 2015-06-01 2016-06-19 2020 83826.77 21402.57 21195.95 20785.38 20442.87 Idaho ChicWave Clothing Heidi Hall 544-22-6136 2012-09-13 2013-07-21 2020 65522.71 16251.58 16848.74 16440.24 15982.15 Utah ChicWave Clothing Heidi Stark 115-08-8973 2018-08-07 2019-06-17 2020 104859.47 25808.1 25811.43 26453.66 26786.28 Oregon ChicWave Clothing Holly Thomas 617-66-6577 2018-07-05 2018-09-05 2020 104146.98 26446.13 25838.94 25945.04 25916.87 Arizona Ch
clothing_brand_employee_report_2020_2MB.pdf,5,4,icWave Clothing Isaac Castro 830-33-5639 2010-05-04 2017-05-05 2020 46600.66 11790.64 11582.3 11179.36 12048.36 Delaware ChicWave Clothing Jack Montoya 612-67-5605 2012-12-06 2018-12-20 2020 62332.58 15271.57 16031.23 16001.35 15028.43 Maryland ChicWave Clothing Jacob Lynch 742-50-6565 2018-11-12 2020-01-31 2020 48076.63 11833.34 12483.73 12487.88 11271.68 Virginia ChicWave Clothing Jacob Miller 079-02-9326 2017-02-01 2017-09-21 2020 76049.98 19462.25 18891.17 18893.1 18803.46 Wisconsin ChicWave Clothing Jaime Brown 664-36-1313 2014-12-26 2020-05-04 2020 100452.16 25272.2 25057.96 25190.11 24931.89 Rhode Island ChicWave Clothing James Brown 427-83-6488 2012-08-21 2017-04-19 2020 66674.44 16402.35 17054.77 16437.77 16779.55 Colorado ChicWave Clothing James Ferguson 170-74-9924 2016-08-17 2018-03-2
clothing_brand_employee_report_2020_2MB.pdf,5,5,2 2020 62016.85 15517.67 15681.4 15264.38 15553.4 Rhode Island ChicWave Clothing James Hart 834-50-9289 2012-01-14 2015-11-09 2020 115264.51 29139.74 28358.1 28421.54 29345.13 Wisconsin ChicWave Clothing James Weaver 687-57-4545 2011-07-05 2014-04-29 2020 34179.37 9025.43 8368.91 8748.58 8036.45 Virginia ChicWave Clothing Janice Mccarthy 083-67-3094 2017-03-13 2017-11-25 2020 34466.89 8651.69 8302.66 8219.0 9293.54 Nevada ChicWave Clothing Jared Chavez 767-71-4094 2011-08-12 2019-06-22 2020 52554.48 13273.68 13189.46 12763.79 13327.55 Connecticut ChicWave Clothing Jasmin Pitts 705-76-9179 2019-10-07 2020-01-21 2020 67682.58 16582.92 16874.95 17209.84 17014.87 New Mexico ChicWave Clothing Jason Davis 436-17-7803 2013-08-27 2017-06-13 2020 83103.27 21182.12 20827.41 20819.29 20274.45 California Page 5
clothing_brand_employee_report_2020_2MB.pdf,6,1,Clothing Brand Employee Annual Wage Report - 2020 ChicWave Clothing Jason Heath 325-49-4214 2011-07-20 2013-07-01 2020 73817.54 18436.5 18558.6 18456.22 18366.22 Connecticut ChicWave Clothing Jason Maxwell 743-72-3978 2019-09-25 2020-11-02 2020 44287.16 10944.64 10854.68 10980.56 11507.28 Hawaii ChicWave Clothing Jason Novak 277-53-3647 2013-06-14 2019-11-24 2020 81898.65 20051.73 20429.86 20334.79 21082.27 Indiana ChicWave Clothing Jason Washington 418-82-3830 2010-04-26 2014-11-23 2020 105002.85 25773.16 25793.86 26324.2 27111.63 Oklahoma ChicWave Clothing Jeffrey Hart DDS 106-73-2245 2013-12-08 2017-06-06 2020 99387.5 24991.27 25263.76 24744.54 24387.93 Arizona ChicWave Clothing Jeffrey Little 151-58-9674 2012-05-18 2017-07-07 2020 72699.44 18190.69 18460.83 18432.48 17615.44 Montana ChicWave Clot
clothing_brand_employee_report_2020_2MB.pdf,6,2,hing Jenna Griffin 610-74-8270 2011-07-14 2015-04-23 2020 43623.67 10817.63 11092.48 11265.88 10447.68 Nevada ChicWave Clothing Jennifer Lane 276-32-2043 2017-02-24 2018-03-27 2020 94950.64 23482.58 23414.1 23486.63 24567.33 Tennessee ChicWave Clothing Jennifer Rodriguez 163-76-9195 2014-03-19 2014-11-28 2020 94755.2 23796.86 23570.29 23510.44 23877.61 Michigan ChicWave Clothing Jennifer Smith 121-56-4821 2014-08-12 2019-01-21 2020 57140.38 14705.53 14189.66 14284.51 13960.68 Massachusetts ChicWave Clothing Jennifer Williams 482-94-8262 2010-07-28 2017-10-24 2020 104963.69 26577.9 25990.41 26197.37 26198.01 North Dakota ChicWave Clothing Jeremy Hughes 275-73-9836 2017-03-13 2017-07-31 2020 62227.7 15840.96 15374.78 15276.89 15735.07 Wisconsin ChicWave Clothing Jeremy Wagner 753-56-2554 2018-03-15 201
clothing_brand_employee_report_2020_2MB.pdf,6,3,8-04-14 2020 106315.18 26422.68 26547.99 26087.11 27257.4 Wisconsin ChicWave Clothing Jerry Anderson 653-74-9118 2013-05-26 2015-01-24 2020 42948.53 11005.84 10455.52 10880.47 10606.7 Kentucky ChicWave Clothing Jerry Jackson 857-57-4575 2015-05-16 2017-08-01 2020 73010.74 18425.49 17853.49 17813.74 18918.02 Rhode Island ChicWave Clothing Jesse Barker 162-57-6810 2018-03-29 2020-03-19 2020 45807.61 11084.06 11491.31 11923.39 11308.85 Indiana ChicWave Clothing Jesse Mason 850-16-7704 2019-01-19 2020-06-28 2020 52715.14 13483.87 12984.24 13645.81 12601.22 Ohio ChicWave Clothing Jessica Bailey 026-47-7637 2015-11-20 2019-06-29 2020 119333.74 30137.12 29622.07 30139.11 29435.44 Indiana ChicWave Clothing Jessica Jackson 727-89-7984 2014-12-14 2016-11-10 2020 69278.69 17814.87 17746.88 16860.46 16856.48 Nor
